fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
7.9;0.18;0.4;2.2;0.049;38.0;67.0;0.996;3.83;0.93;14.690000000000001;5
7.4;0.41;0.24;1.8;0.066;18.0;47.0;0.9956;3.87;0.62;13.520000000000001;5
7.6;0.43;0.31;2.1;0.069;13.0;74.0;0.9958;3.76;0.54;12.870000000000001;6
5.9;0.44;0.0;1.6;0.042;3.0;11.0;0.9944;3.98;0.85;15.209999999999999;6
6.1;0.4;0.16;1.8;0.069;11.0;25.0;0.9955;3.92;0.74;13.13;7
10.2;0.54;0.37;15.4;0.214;55.0;95.0;1.00369;3.68;0.77;11.700000000000001;6
10.2;0.54;0.37;15.4;0.214;55.0;95.0;1.00369;3.68;0.77;11.700000000000001;6
10.0;0.38;0.38;1.6;0.169;27.0;90.0;0.99914;3.65;0.65;11.05;5
6.8;0.915;0.29;4.8;0.07;15.0;39.0;0.99577;4.029999999999999;0.54;14.43;5
7.0;0.59;0.0;1.7;0.052;3.0;8.0;0.996;3.91;0.47;13.39;5
7.3;0.67;0.02;2.2;0.072;31.0;92.0;0.99566;3.82;0.68;14.386666666666711;6
7.2;0.37;0.32;2.0;0.062;15.0;28.0;0.9947;3.73;0.73;14.690000000000001;7
7.4;0.785;0.19;5.2;0.094;19.0;98.0;0.99713;3.66;0.52;12.436666666666671;6
6.9;0.63;0.02;1.9;0.078;18.0;30.0;0.99712;3.9;0.75;12.740000000000002;5
6.9;0.58;0.2;1.75;0.058;8.0;22.0;0.99322;3.88;0.49;15.209999999999999;5
7.3;0.67;0.02;2.2;0.072;31.0;92.0;0.99566;3.82;0.68;14.43;6
7.4;0.785;0.19;5.2;0.094;19.0;98.0;0.99713;3.66;0.52;12.48;6
6.9;0.63;0.02;1.9;0.078;18.0;30.0;0.99712;3.9;0.75;12.740000000000002;5
6.8;0.67;0.0;1.9;0.08;22.0;39.0;0.99701;3.9;0.74;12.61;5
6.9;0.58;0.01;1.9;0.08;40.0;54.0;0.99683;3.9;0.73;12.61;5
7.2;0.38;0.31;2.0;0.056;15.0;29.0;0.99472;3.73;0.76;14.690000000000001;8
7.2;0.37;0.32;2.0;0.062;15.0;28.0;0.9947;3.73;0.73;14.690000000000001;7
7.8;0.32;0.44;2.7;0.104;8.0;17.0;0.99732;3.83;0.78;14.3;7
6.6;0.58;0.02;2.0;0.062;37.0;53.0;0.99374;3.85;0.76;15.08;7
7.6;0.49;0.33;1.9;0.074;27.0;85.0;0.99706;3.91;0.58;11.700000000000001;5
11.7;0.45;0.63;2.2;0.073;7.0;23.0;0.99974;3.71;0.69;14.170000000000002;6
6.5;0.9;0.0;1.6;0.052;9.0;17.0;0.99467;4.0;0.63;14.170000000000002;6
6.0;0.54;0.06;1.8;0.05;38.0;89.0;0.99236;3.8;0.5;13.715000000000002;6
7.6;0.49;0.33;1.9;0.074;27.0;85.0;0.99706;3.91;0.58;11.700000000000001;5
8.4;0.29;0.4;1.7;0.067;8.0;20.0;0.99603;3.89;0.6;13.65;5
7.9;0.2;0.35;1.7;0.054;7.0;15.0;0.99458;3.82;0.8;15.47;7
6.4;0.42;0.09;2.3;0.054;34.0;64.0;0.99724;3.91;0.68;13.520000000000001;6
6.2;0.785;0.0;2.1;0.06;6.0;13.0;0.99664;4.09;0.61;13.0;4
6.8;0.64;0.03;2.3;0.075;14.0;31.0;0.99545;3.86;0.58;13.520000000000001;6
6.9;0.63;0.01;2.4;0.076;14.0;39.0;0.99522;3.84;0.53;14.040000000000001;6
6.8;0.59;0.1;1.7;0.063;34.0;53.0;0.9958;3.91;0.67;12.61;5
6.8;0.59;0.1;1.7;0.063;34.0;53.0;0.9958;3.91;0.67;12.61;5
7.3;0.48;0.32;2.1;0.062;31.0;54.0;0.99728;3.8;0.65;13.0;7
6.7;1.04;0.08;2.3;0.067;19.0;32.0;0.99648;4.02;0.57;14.3;4
7.3;0.48;0.32;2.1;0.062;31.0;54.0;0.99728;3.8;0.65;13.0;7
7.3;0.98;0.05;2.1;0.061;20.0;49.0;0.99705;3.81;0.55;12.61;3
10.0;0.69;0.11;1.4;0.084;8.0;24.0;0.99578;3.38;0.47;12.61;5
6.7;0.7;0.08;3.75;0.067;8.0;16.0;0.99334;3.93;0.52;16.38;5
7.6;0.35;0.6;2.6;0.073;23.0;44.0;0.99656;3.88;0.79;14.43;6
6.1;0.6;0.08;1.8;0.071;14.0;45.0;0.99336;3.88;0.54;14.3;5
9.9;0.5;0.5;13.8;0.205;48.0;82.0;1.00242;3.66;0.75;11.440000000000001;5
5.3;0.47;0.11;2.2;0.048;16.0;89.0;0.99182;4.04;0.88;17.63666666666671;7
9.9;0.5;0.5;13.8;0.205;48.0;82.0;1.00242;3.66;0.75;11.440000000000001;5
5.3;0.47;0.11;2.2;0.048;16.0;89.0;0.99182;4.04;0.88;17.68;7
7.1;0.875;0.05;5.7;0.082;3.0;14.0;0.99808;3.9;0.52;13.26;3
8.2;0.28;0.6;3.0;0.104;10.0;22.0;0.99828;3.89;0.68;13.78;5
5.6;0.62;0.03;1.5;0.08;6.0;13.0;0.99498;4.16;0.62;13.13;4
8.2;0.28;0.6;3.0;0.104;10.0;22.0;0.99828;3.89;0.68;13.78;5
7.2;0.58;0.54;2.1;0.114;3.0;9.0;0.99719;3.83;0.57;13.39;4
8.1;0.33;0.44;1.5;0.042;6.0;12.0;0.99542;3.85;0.61;13.91;5
6.8;0.91;0.06;2.0;0.06;4.0;11.0;0.99592;4.029999999999999;0.64;14.170000000000002;4
7.0;0.655;0.16;2.1;0.074;8.0;25.0;0.99606;3.87;0.55;12.61;5
6.8;0.68;0.21;2.1;0.07;9.0;23.0;0.99546;3.88;0.6;13.39;5
6.0;0.64;0.05;1.9;0.066;9.0;17.0;0.99496;4.02;0.78;13.78;5
5.6;0.54;0.04;1.7;0.049;5.0;13.0;0.9942;4.220000000000001;0.58;14.82;5
6.2;0.57;0.1;2.1;0.048;4.0;11.0;0.99448;3.94;0.76;14.040000000000001;6
7.1;0.22;0.49;1.8;0.039;8.0;18.0;0.99344;3.89;0.56;16.12;6
5.6;0.54;0.04;1.7;0.049;5.0;13.0;0.9942;4.220000000000001;0.58;14.82;5
6.2;0.65;0.06;1.6;0.05;6.0;18.0;0.99348;4.07;0.54;15.535;5
7.7;0.54;0.26;1.9;0.089;23.0;147.0;0.99636;3.76;0.59;12.61;5
6.4;0.31;0.09;1.4;0.066;15.0;28.0;0.99459;3.92;0.7;13.0;7
7.0;0.43;0.02;1.9;0.08;15.0;28.0;0.99492;3.85;0.81;13.78;6
7.7;0.54;0.26;1.9;0.089;23.0;147.0;0.99636;3.76;0.59;12.61;5
6.9;0.74;0.03;2.3;0.054;7.0;16.0;0.99508;3.95;0.63;14.950000000000001;6
6.6;0.895;0.04;2.3;0.068;7.0;13.0;0.99582;4.029999999999999;0.58;14.040000000000001;6
6.9;0.74;0.03;2.3;0.054;7.0;16.0;0.99508;3.95;0.63;14.950000000000001;6
7.5;0.725;0.04;1.5;0.076;8.0;15.0;0.99508;3.76;0.53;12.48;5
7.8;0.82;0.29;4.3;0.083;21.0;64.0;0.99642;3.66;0.53;12.22;5
7.3;0.585;0.18;2.4;0.078;15.0;60.0;0.99638;3.81;0.54;12.740000000000002;5
6.2;0.44;0.39;2.5;0.077;6.0;14.0;0.99555;4.01;0.69;14.3;6
7.5;0.38;0.57;2.3;0.106;5.0;12.0;0.99605;3.86;0.55;14.82;6
6.7;0.76;0.02;1.8;0.078;6.0;12.0;0.996;4.05;0.63;12.934999999999999;3
6.8;0.81;0.05;2.0;0.07;6.0;14.0;0.99562;4.01;0.66;14.040000000000001;6
7.5;0.38;0.57;2.3;0.106;5.0;12.0;0.99605;3.86;0.55;14.82;6
7.1;0.27;0.6;2.1;0.074;17.0;25.0;0.99814;3.88;0.72;13.78;6
7.9;0.18;0.4;1.8;0.062;7.0;20.0;0.9941;3.78;0.7;14.43;5
6.4;0.36;0.21;2.2;0.047;26.0;48.0;0.99661;3.97;0.77;12.61;6
7.1;0.69;0.04;2.1;0.068;19.0;27.0;0.99712;3.94;0.67;12.740000000000002;5
6.4;0.79;0.04;2.2;0.061;11.0;17.0;0.99588;4.029999999999999;0.65;13.520000000000001;6
6.4;0.56;0.15;1.8;0.078;17.0;65.0;0.99294;3.83;0.6;13.65;6
6.9;0.84;0.21;4.1;0.074;16.0;65.0;0.99842;4.029999999999999;0.72;12.00333333333333;6
6.9;0.84;0.21;4.1;0.074;16.0;65.0;0.99842;4.029999999999999;0.72;12.025;6
6.1;0.32;0.25;2.3;0.071;23.0;58.0;0.99633;3.92;0.97;13.78;5
6.5;0.53;0.06;2.0;0.063;29.0;44.0;0.99489;3.88;0.83;13.39;6
7.4;0.47;0.46;2.2;0.114;7.0;20.0;0.99647;3.82;0.63;13.65;5
6.6;0.7;0.08;2.6;0.106;14.0;27.0;0.99665;3.94;0.58;13.26;5
6.5;0.53;0.06;2.0;0.063;29.0;44.0;0.99489;3.88;0.83;13.39;6
6.9;0.48;0.2;1.9;0.082;9.0;23.0;0.99585;3.89;0.43;11.765;4
6.1;0.32;0.25;2.3;0.071;23.0;58.0;0.99633;3.92;0.97;13.78;5
6.8;0.48;0.25;2.0;0.076;29.0;61.0;0.9953;3.84;0.6;13.520000000000001;5
6.0;0.42;0.19;2.0;0.075;22.0;47.0;0.99522;3.89;0.78;13.0;6
6.7;0.48;0.08;2.1;0.064;18.0;34.0;0.99552;3.83;0.64;12.61;5
6.8;0.47;0.08;2.2;0.064;18.0;38.0;0.99553;3.8;0.65;12.48;6
7.1;0.53;0.07;1.7;0.071;15.0;24.0;0.9951;3.79;0.66;14.040000000000001;6
7.9;0.29;0.49;2.2;0.096;21.0;59.0;0.99714;3.81;0.67;13.13;6
7.1;0.69;0.08;2.1;0.063;42.0;52.0;0.99608;3.92;0.6;13.26;6
6.6;0.44;0.09;2.2;0.063;9.0;18.0;0.99444;3.92;0.69;14.690000000000001;6
6.1;0.705;0.1;2.8;0.081;13.0;28.0;0.99631;4.1;0.66;13.26;5
7.2;0.53;0.13;2.0;0.058;18.0;22.0;0.99573;3.71;0.68;12.870000000000001;6
8.0;0.39;0.3;1.9;0.074;32.0;84.0;0.99717;3.89;0.61;11.700000000000001;5
6.6;0.56;0.14;2.4;0.064;13.0;29.0;0.99397;3.92;0.62;15.209999999999999;7
7.0;0.55;0.13;2.2;0.075;15.0;35.0;0.9959;3.86;0.59;12.61;6
6.1;0.53;0.08;1.9;0.077;24.0;45.0;0.99528;4.1;0.68;13.39;6
5.4;0.58;0.08;1.9;0.059;20.0;31.0;0.99484;4.0;0.64;13.26;6
6.2;0.64;0.09;2.5;0.081;15.0;26.0;0.99538;4.07;0.63;15.600000000000001;5
7.2;0.39;0.32;1.8;0.065;34.0;60.0;0.99714;3.96;0.78;12.870000000000001;5
6.2;0.52;0.08;4.4;0.071;11.0;32.0;0.99646;4.0600000000000005;0.63;15.08;6
7.4;0.25;0.29;2.2;0.054;19.0;49.0;0.99666;3.9;0.76;14.170000000000002;7
6.7;0.855;0.02;1.9;0.064;29.0;38.0;0.99472;3.8;0.56;13.975;6
11.1;0.44;0.42;2.2;0.064;14.0;19.0;0.99758;3.75;0.57;13.520000000000001;6
8.4;0.37;0.43;2.3;0.063;12.0;19.0;0.9955;3.67;0.81;14.559999999999999;7
6.5;0.63;0.33;1.8;0.059;16.0;28.0;0.99531;3.86;0.64;13.13;6
7.0;0.57;0.02;2.0;0.072;17.0;26.0;0.99575;3.86;0.61;13.26;5
6.3;0.6;0.1;1.6;0.048;12.0;26.0;0.99306;4.05;0.51;15.73;5
11.2;0.4;0.5;2.0;0.099;19.0;50.0;0.99783;3.6;0.58;13.520000000000001;5
7.4;0.36;0.3;1.8;0.074;17.0;24.0;0.99419;3.74;0.7;14.82;8
7.1;0.68;0.0;2.3;0.087;17.0;26.0;0.99783;3.95;0.53;12.35;5
7.1;0.67;0.0;2.3;0.083;18.0;27.0;0.99768;3.94;0.54;12.22;5
6.3;0.68;0.01;3.7;0.103;32.0;54.0;0.99586;4.01;0.66;14.690000000000001;6
7.3;0.735;0.0;2.2;0.08;18.0;28.0;0.99765;3.91;0.6;12.22;5
6.6;0.855;0.02;2.4;0.062;15.0;23.0;0.99627;4.04;0.6;14.3;6
7.0;0.56;0.17;1.7;0.065;15.0;24.0;0.99514;3.94;0.68;13.715000000000002;7
6.6;0.88;0.04;2.2;0.066;12.0;20.0;0.99636;4.029999999999999;0.56;12.870000000000001;5
6.6;0.855;0.02;2.4;0.062;15.0;23.0;0.99627;4.04;0.6;14.3;6
6.9;0.63;0.33;6.7;0.235;66.0;115.0;0.99787;3.72;0.56;12.35;5
7.8;0.6;0.26;2.0;0.08;31.0;131.0;0.99622;3.71;0.52;12.870000000000001;5
7.8;0.6;0.26;2.0;0.08;31.0;131.0;0.99622;3.71;0.52;12.870000000000001;5
7.8;0.6;0.26;2.0;0.08;31.0;131.0;0.99622;3.71;0.52;12.870000000000001;5
7.2;0.695;0.13;2.0;0.076;12.0;20.0;0.99546;3.79;0.54;13.13;5
7.2;0.695;0.13;2.0;0.076;12.0;20.0;0.99546;3.79;0.54;13.13;5
7.2;0.695;0.13;2.0;0.076;12.0;20.0;0.99546;3.79;0.54;13.13;5
6.7;0.67;0.02;1.9;0.061;26.0;42.0;0.99489;3.89;0.82;14.170000000000002;6
6.7;0.16;0.64;2.1;0.059;24.0;52.0;0.99494;3.84;0.71;14.559999999999999;6
7.2;0.695;0.13;2.0;0.076;12.0;20.0;0.99546;3.79;0.54;13.13;5
7.0;0.56;0.13;1.6;0.077;25.0;42.0;0.99629;3.84;0.59;11.959999999999999;5
6.2;0.51;0.14;1.9;0.056;15.0;34.0;0.99396;3.98;0.57;14.950000000000001;6
6.4;0.36;0.53;2.2;0.23;19.0;35.0;0.9934;3.87;0.93;16.12;6
6.4;0.38;0.14;2.2;0.038;15.0;25.0;0.99514;3.94;0.65;14.43;6
7.3;0.69;0.32;2.2;0.069;35.0;104.0;0.99632;3.83;0.51;12.35;5
6.0;0.58;0.2;2.4;0.075;15.0;50.0;0.99467;4.08;0.67;16.25;6
5.6;0.31;0.78;13.9;0.074;23.0;92.0;0.99677;3.89;0.48;13.65;6
7.5;0.52;0.4;2.2;0.06;12.0;20.0;0.99474;3.76;0.64;15.340000000000002;6
8.0;0.3;0.63;1.6;0.081;16.0;29.0;0.99588;3.8;0.78;14.040000000000001;6
6.2;0.7;0.15;5.1;0.076;13.0;27.0;0.99622;4.04;0.6;15.47;6
6.8;0.67;0.15;1.8;0.118;13.0;20.0;0.9954;3.92;0.67;14.690000000000001;6
6.2;0.56;0.09;1.7;0.053;24.0;32.0;0.99402;4.04;0.6;14.690000000000001;5
7.4;0.35;0.33;2.4;0.068;9.0;26.0;0.9947;3.86;0.6;15.47;6
6.2;0.56;0.09;1.7;0.053;24.0;32.0;0.99402;4.04;0.6;14.690000000000001;5
6.1;0.715;0.1;2.6;0.053;13.0;27.0;0.99362;4.07;0.5;15.47;5
6.2;0.46;0.29;2.1;0.074;32.0;98.0;0.99578;3.83;0.62;12.740000000000002;5
6.7;0.32;0.44;2.4;0.061;24.0;34.0;0.99484;3.79;0.8;15.08;7
7.2;0.39;0.44;2.6;0.066;22.0;48.0;0.99494;3.8;0.84;14.950000000000001;6
7.5;0.31;0.41;2.4;0.065;34.0;60.0;0.99492;3.84;0.85;14.82;6
5.8;0.61;0.11;1.8;0.066;18.0;28.0;0.99483;4.05;0.66;14.170000000000002;6
7.2;0.66;0.33;2.5;0.068;34.0;102.0;0.99414;3.77;0.78;16.64;6
6.6;0.725;0.2;7.8;0.073;29.0;79.0;0.9977;3.79;0.54;11.959999999999999;5
6.3;0.55;0.15;1.8;0.077;26.0;35.0;0.99314;3.82;0.82;15.08;6
5.4;0.74;0.09;1.7;0.089;16.0;26.0;0.99402;4.17;0.56;15.08;6
6.3;0.51;0.13;2.3;0.076;29.0;40.0;0.99574;3.92;0.75;14.3;6
6.8;0.62;0.08;1.9;0.068;28.0;38.0;0.99651;3.92;0.82;12.35;6
6.2;0.6;0.08;2.0;0.09;32.0;44.0;0.9949;3.95;0.58;13.65;5
5.9;0.55;0.1;2.2;0.062;39.0;51.0;0.99512;4.02;0.76;14.559999999999999;6
6.3;0.51;0.13;2.3;0.076;29.0;40.0;0.99574;3.92;0.75;14.3;6
5.9;0.645;0.12;2.0;0.075;32.0;44.0;0.99547;4.07;0.71;13.26;5
6.0;0.31;0.47;3.6;0.067;18.0;42.0;0.99549;3.89;0.66;14.3;6
